tags,location,isReservationRequired,arePetsPermitted,activities,amenities,doFeesApply,season,duration
"['Great Basin', 'Easy hike', 'Wheeler Peak Scenic Drive', 'hiking', 'Nature Trail', 'interpretive hike']",Mountain View Nature Trail Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",5-30 Minutes
"['snowshoeing', 'snowshoe hike', 'Winter camping', 'cross country skiing', 'NPS Rustic', 'Rustic Architecture', 'Mount Rainier Winter', 'Snow boarding', 'Winter photography', 'winter hiking', 'snow play']",Paradise,false,true,"[{'id': '01D717BC-18BB-4FE4-95BA-6B13AD702038', 'name': 'Snowshoeing'}]",[],true,['Winter'],2-6 Hours
"['Wheeler Peak Scenic Drive', 'hiking', 'Great Basin', 'moderate hike']",Bristlecone Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",2-4 Hours
"['Baker Creek', 'hiking', 'backpacking', 'Great Basin', 'strenuous hike']",Baker Creek Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",5-8 Hours
"['Great Basin', 'hiking', 'strenuous hike', 'Baker Creek']",Baker Creek Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",3-6 Hours
"['Bristlecone', 'Great Basin', 'hiking', 'Wheeler Peak Scenic Drive', 'moderate hike']",Bristlecone Hike Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",1-3 Hours
"['Great Basin', 'hiking', 'Baker Creek', 'Pole Canyon', 'moderate hike']",Pole Canyon Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",3-6 Hours
"['Great Basin', 'Baker Creek', 'strenuous hike', 'hiking', 'backpacking']",Baker Creek Trailhead,true,false,"[{'id': '7C37B79B-D02D-49EB-9020-3DB8299B748A', 'name': 'Backcountry Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-14 Days
"['Wheeler Peak', 'Great Basin', 'hiking', 'strenuous hike', 'Wheeler Peak Scenic Drive']",Summit Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Summer', 'Fall']",4-10 Hours
"['astronomy', 'stargazing', 'night skies']",Big Bend National Park,false,true,"[{'id': '13A57703-BB1A-41A2-94B8-53B692EB7238', 'name': 'Astronomy'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Great Basin', 'hiking', 'accessibility', 'Easy hike', 'Wheeler Peak Scenic Drive']","Bristlecone, Alpine Lake and Sky Island Forest Trailhead",false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Summer', 'Fall']",15-45 Minutes
"['Great Basin', 'hiking', 'Wheeler Peak Scenic Drive', 'Easy hike']","Bristlecone, Alpine Lake and Sky Island Forest Trailhead",false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-3 Hours
"['geology', 'tour', 'geology walking tour']",North Overlook Trailhead,false,true,"[{'id': 'A0631906-9672-4583-91DE-113B93DB6B6E', 'name': 'Self-Guided Tours - Walking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",60-90 Minutes
"['Great Basin', 'backcountry camping', 'permit', 'backpacking']",Lehman Caves Visitor Center,false,false,"[{'id': '4A58AF13-E8FB-4530-B41A-97DF0B0C77B7', 'name': 'Backcountry Camping'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-14 Days
"['Great Basin', 'hiking', 'Baker Creek', 'backpacking', 'strenuous hike']",Baker Creek Trailhead,true,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",5-10 Hours
"['Great Basin', 'hiking', 'moderate hike', 'Lexington Arch']",Lexington Arch Trailhead,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",2-4 Hours
"['Great Basin', 'hiking', 'strenuous hike', 'Snake Creek', 'lexington creek', 'Lexington Arch']",Snake Creek Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Summer', 'Fall']",12-24 Hours
"['Strawberry Creek', 'hiking', 'Great Basin', 'moderate hike']",Strawberry Creek Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",2-4 Hours
"['Great Basin', 'hiking', 'Easy hike', 'Strawberry Creek']",Strawberry Creek Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",30-90 Minutes
"['Great Basin', 'Snake Creek', 'Easy hike', 'hiking']",Snake Creek Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",30-90 Minutes
"['Great Basin', 'hiking', 'Snake Creek', 'strenuous hike']",Snake Creek Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Summer', 'Fall']",4-8 Hours
"['Great Basin', 'hiking', 'Snake Creek', 'strenuous hike']",Snake Creek Trailhead,false,false,"[{'id': '7C37B79B-D02D-49EB-9020-3DB8299B748A', 'name': 'Backcountry Hiking'}]",[],false,['Summer'],7-12 Hours
"['Great Basin', 'hiking', 'moderate hike', 'Snake Creek']",Serviceberry Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",90-150 Minutes
"['Great Basin', 'hiking', 'walk', 'Accessible', 'Easy hike', 'Snake Creek']",Snake Creek Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",10-20 Minutes
"['auto touring', 'scenic byway', 'Highway 89', 'driving', 'Scenic Drive', 'scenic route']",Lassen Volcanic National Park Highway,false,true,"[{'id': '0B4A5320-216D-451A-9990-626E1D5ACE28', 'name': 'Scenic Driving'}]",[],true,"['Summer', 'Fall']",60 Minutes
"['Great Basin', 'visitor center', 'exhibits', 'night sky', 'Caves', 'caves and karst', 'movie']",Lehman Caves Visitor Center,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",5-30 Minutes
"['Great Basin', 'visitor center', 'exhibits', 'movie']",Great Basin Visitor Center,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,"['Summer', 'Fall']",5-30 Minutes
"['Great Basin', 'picnic']",Upper Lehman Creek Campground,false,true,"[{'id': 'C6D3230A-2CEA-4AFE-BFF3-DC1E2C2C4BB4', 'name': 'Picnicking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",5-60 Minutes
"['Great Basin', 'picnic', 'picnic area']",Picnic Area at Pole Canyon,false,true,"[{'id': 'C6D3230A-2CEA-4AFE-BFF3-DC1E2C2C4BB4', 'name': 'Picnicking'}]",[],false,"['Spring', 'Summer', 'Fall']",5-120 Minutes
"['cave tours', 'Great Basin', 'tour', 'ranger program']",Lehman Caves Visitor Center,true,false,"[{'id': 'BA316D0F-92AE-4E00-8C80-DBD605DC58C3', 'name': 'Caving'}]",[],true,[],60-90 Minutes
"['Great Basin', 'hiking']",BLM Highland Wilderness Area,false,false,"[{'id': '7C37B79B-D02D-49EB-9020-3DB8299B748A', 'name': 'Backcountry Hiking'}]",[],false,['Summer'],1-2 Days
"['driving', 'Pets', 'Great Basin']",Great Basin National Park Entrance,false,true,"[{'id': '0B4A5320-216D-451A-9990-626E1D5ACE28', 'name': 'Scenic Driving'}]",[],false,"['Spring', 'Summer', 'Fall']",60 Minutes
"['astronomy', 'telescopes', 'Great Basin']",Astronomy Amphitheater,false,false,"[{'id': 'D37A0003-8317-4F04-8FB0-4CF0A272E195', 'name': 'Stargazing'}]",[],false,"['Spring', 'Summer', 'Fall']",60-120 Minutes
"['Saratoga', 'Saratoga Battlefield', 'Saratoga National Historical Park', 'Saratoga NHP', 'hike', 'hiking', 'recreation', 'revolution', 'Revolutionary War']",Saratoga National Historical Park (Battlefield),false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-3 Hours
"['trail', 'Revolutionary War', 'American Revolution', 'Find Your Park', 'SaratogaNHP']",Victory Woods,false,true,"[{'id': 'A0631906-9672-4583-91DE-113B93DB6B6E', 'name': 'Self-Guided Tours - Walking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",20-60 Minutes
"['historic building', 'historic home', 'Find Your Park', 'American Revolution', 'Revolutionary War']",Philip Schuyler Country Estate,false,true,"[{'id': 'A0631906-9672-4583-91DE-113B93DB6B6E', 'name': 'Self-Guided Tours - Walking'}]",[],false,"['Summer', 'Fall']",15-60 Minutes
"['Caving', 'cave', 'lava tube', 'self guided', 'half day']",Caves Area,false,false,"[{'id': 'BA316D0F-92AE-4E00-8C80-DBD605DC58C3', 'name': 'Caving'}]",[],false,"['Summer', 'Fall']",60-90 Minutes
[],Dentzel Carousel,false,false,"[{'id': '42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A', 'name': 'Hands-On'}]",[],true,['Summer'],5-10 Minutes
"['biking', 'kaww', 'Katahdin Woods and Waters National Monument', 'Orin Falls']",,false,true,"[{'id': '7CE6E935-F839-4FEC-A63E-052B1DEF39D2', 'name': 'Biking'}]",[],false,"['Spring', 'Summer', 'Fall']",
[],National Museum of Immigration,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",60 Minutes
"['Saratoga', 'Saratoga Battlefield', 'Saratoga National Historical Park', 'bike', 'biking', 'Outdoor activities', 'Revolutionary War', 'SaratogaNHP']",Saratoga National Historical Park (Battlefield),false,true,"[{'id': '8D778629-F603-4C50-A121-6F4BB2FE2C4B', 'name': 'Road Biking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-3 Hours
"['SaratogaNHP', 'Saratoga Battlefield']",Beginning of the Tour Road,false,true,"[{'id': 'C7D5A145-F8EB-4C37-9E92-2F6C6206B196', 'name': 'Self-Guided Tours - Auto'}]",[],false,"['Spring', 'Summer']",30-120 Minutes
"['Golden Gate Bridge', 'Presidio', 'bicycling']",Golden Gate Bridge Plaza,false,true,"[{'id': '7CE6E935-F839-4FEC-A63E-052B1DEF39D2', 'name': 'Biking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-4 Hours
[],,false,false,"[{'id': 'DF4A35E0-7983-4A3E-BC47-F37B872B0F25', 'name': 'Junior Ranger Program'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
[],,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
[],,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
[],,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
[],,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
[],,false,false,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],false,[],
"['bike', 'bike and hike', 'haskell rock', 'kaww', 'Katahdin Woods and Waters National Monument', 'biking']",Haskell Rock Pitch,true,true,"[{'id': '7CE6E935-F839-4FEC-A63E-052B1DEF39D2', 'name': 'Biking'}]",[],false,"['Spring', 'Summer', 'Fall']",
"['biking', 'biking trail', 'kaww', 'Katahdin Woods and Waters National Monument', 'big spring brook hut']",Big Spring Brook Hut,false,true,"[{'id': '7CE6E935-F839-4FEC-A63E-052B1DEF39D2', 'name': 'Biking'}]",[],false,"['Spring', 'Summer', 'Fall']",
"['kaww', 'Katahdin Woods and Waters National Monument', 'bike', 'biking trail']",IAT - Wassataquoik Start/End point,false,true,"[{'id': '7CE6E935-F839-4FEC-A63E-052B1DEF39D2', 'name': 'Biking'}]",[],false,"['Spring', 'Summer', 'Fall']",
"['Glacier Bay National Park', 'GLBA', 'outdoor adventure', 'alaska', 'kayak', 'Bartlett Cove', 'boating', 'Paddling', 'glacier bay']",Beardslee Islands,false,false,"[{'id': 'F353A9ED-4A08-456E-8DEC-E61974D0FEB6', 'name': 'Kayaking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-3 Days
"['GLBA', 'Glacier Bay National Park', 'outdoor adventure', 'hiking', 'trails', 'glacier bay']",Bartlett Cove,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Glacier Bay National Park', 'GLBA', 'camping', 'outdoor adventure', 'alaska', 'glacier bay', 'campsite']",Bartlett Cove Campground,false,false,"[{'id': 'A59947B7-3376-49B4-AD02-C0423E08C5F7', 'name': 'Camping'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-3 Days
"['GLBA', 'Glacier Bay National Park', 'alaska', 'gateway communities', 'glacier bay']",Gustavus,false,true,"[{'id': '09DF0950-D319-4557-A57E-04CD2F63FF42', 'name': 'Arts and Culture'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['GLBA', 'Glacier Bay National Park', 'alaska', 'visitor center', 'glacier bay', 'visitor information center']",Bartlett Cove,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,['Summer'],
"['GLBA', 'Glacier Bay National Park', 'Tlingit', 'culture', 'Alaska Native', 'alaska', 'glacier bay']",Bartlett Cove,false,false,"[{'id': 'A0631906-9672-4583-91DE-113B93DB6B6E', 'name': 'Self-Guided Tours - Walking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-3 Hours
['Kenai Fjords National Park'],,false,false,"[{'id': 'F353A9ED-4A08-456E-8DEC-E61974D0FEB6', 'name': 'Kayaking'}]",[],false,"['Spring', 'Summer', 'Fall']",
"['RMNP', 'Fall River Entrance', 'Fall River Entrance Construction']",Fall River Entrance to Rocky Mountain National Park,false,true,"[{'id': '0B4A5320-216D-451A-9990-626E1D5ACE28', 'name': 'Scenic Driving'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Metro Accessible', 'Presidents', 'Pets']",Theodore Roosevelt Island,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-3 Hours
"['Padre Island', 'Padre Island National Seashore', 'Gulf of Mexico']",,false,true,"[{'id': '17411C8D-5769-4D0F-ABD1-52ED03840C18', 'name': 'Saltwater Fishing'}]",[],false,[],
"['Padre Island', 'Padre Island National Seashore', 'night sky']",Night-Sky Observatory,false,true,"[{'id': 'D37A0003-8317-4F04-8FB0-4CF0A272E195', 'name': 'Stargazing'}]",[],false,[],
"['Padre Island', 'Padre Island National Seashore']",Malaquite Visitor Center,false,true,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],false,['Summer'],45-60 Minutes
[],Last Spike Site,false,true,"[{'id': 'FAED7F97-3474-4C21-AB42-FB0768A2F826', 'name': 'Cultural Demonstrations'}]",[],true,['Summer'],20-45 Minutes
"['Caves', 'caves and karst', 'iyck2021']",,true,false,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],true,"['Spring', 'Summer', 'Fall']",3-4 Hours
"['Civil Rights', 'Little Rock', 'Little Rock Central High School', 'little rock central high school national historic site', 'Little Rock Nine', 'brown v. board of education', 'Civil Rights Movement', 'Eisenhower', 'African American Civil Rights', 'african american civil war memorial', 'Exhibit', 'film', 'accessibility', 'America the Beautiful passes']",Little Rock Central High School NHS Visitor Center,false,false,"[{'id': 'C8F98B28-3C10-41AE-AA99-092B3B398C43', 'name': 'Museum Exhibits'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",60 Minutes
"['Black Hills', 'Guided Tours', 'cave tours', 'Caves', 'caves and karst', 'Midwest']",,true,false,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",
"['Bark Ranger', 'dogs', 'hiking with dogs', 'Pets', 'leash', 'mabi', 'Marsh Billings Rockefeller National Historical Park', 'Marsh-Billings-Rockefeller', 'Marsh-Billings-Rockefeller NHP']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",5-15 Minutes
"['mount rainier', 'Mount Rainier National Park', 'camping', 'campground', 'Family Friendly', 'family-friendly']","Cougar Rock Campground, Ohanapecosh Campground, White River Campground",true,true,"[{'id': '9159DF0F-951D-4AAE-9987-CEB3CE2A9ADA', 'name': 'Car or Front Country Camping'}]",[],true,"['Spring', 'Summer', 'Fall']",
"['copper', 'Mining', 'copper mining', 'Keweenaw', 'Keweenaw NHP', 'Great Lakes', 'Midwest', 'Midwest NPS', 'MidwestNPS']",,true,true,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],true,"['Spring', 'Summer', 'Fall']",1-6 Hours
"['Joshua Tree National Park', 'Joshua Tree', 'Photography']",,false,false,"[{'id': '09DF0950-D319-4557-A57E-04CD2F63FF42', 'name': 'Arts and Culture'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['hiking', 'organ pipe cactus', 'organ pipe cactus national monument', 'campground perimeter', 'trail', 'Twin Peaks', 'camping activities']",Twin Peaks Campground,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",30 Minutes
"['Mining', 'copper', 'copper mining', 'immigration', 'Great Lakes', 'hiking', 'Michigan', 'Keweenaw Heritage Sites', 'Keweenaw', 'Keweenaw NHP', 'Midwest', 'MidwestNPS', 'Midwest NPS']",,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],true,"['Spring', 'Summer', 'Fall']",
"['hike', 'Guided Hike', 'Guided Tour', 'Keweenaw', 'Keweenaw NHP', 'copper', 'copper mine', 'Midwest', 'MidwestNPS', 'Midwest NPS', 'Quincy Mine', 'Calumet Hecla', 'Calumet', 'Michigan']",,false,true,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],false,['Summer'],45-60 Minutes
"['Point Reyes National Seashore', 'Point reyes', 'Golden Gate National Recreation Area', 'Samuel P. Taylor State Park', 'Cross Marin Trail', 'Cross Marin', 'trail', 'hiking', 'dog friendly', 'pet friendly', 'horse riding', 'Mountain Biking', 'one hour hike', 'one to three hour hike', 'over three hour hike', 'forested trail']","Cross Marin Trailhead, Golden Gate National Recreation Area",false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-5 Hours
"['Point reyes', 'Point Reyes National Seashore', 'Golden Gate National Recreation Area', 'bolinas ridge', 'bolinas ridge trail', 'hiking', 'dog friendly', 'horse riding', 'Mountain Biking', 'one hour hike', 'one to three hour hike', 'over three hour hike', 'forested trail']",Bolinas Ridge Trailhead along Sir Francis Drake Boulevard,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",1-11 Hours
"['cinder cone', 'volcano', 'hiking', 'lava flow', 'crater']",North Crater Trailhead or Spatter Cones Parking Area,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",90-120 Minutes
"['Rocky Mountain National Park', 'lake hike', 'scenic views', 'watching wildlife']",Sprague Lake,true,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,[],
"['Hanford', 'Junior Ranger', 'ranger program', 'Join Ranger Programs', 'Have Family Fun', 'Go to visitor centers']",Hanford Ranger Programs,true,false,"[{'id': '28880A5B-3D29-41AC-BD8B-24743E7A070F', 'name': 'First Person Interpretation'}]",[],false,"['Spring', 'Summer', 'Fall']",1-3 Hours
"['Idaho', 'SOID Parks', 'snake river plain', 'Great Rift', 'cinder cone', 'volcano', 'hiking', 'lava flow', 'half day', 'self guided', 'lava field']",Tree Molds Parking Area,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",60-90 Minutes
"['hiking', 'Accessible', 'lava flow', 'SOID Parks', 'Idaho', 'Great Rift', 'snake river plain', 'self guided', 'limber pine', 'short hike']",,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",30-45 Minutes
"['Guadalupe Mountains', 'stock use', 'horse riding', 'wilderness']",,true,false,"[{'id': '1886DA47-0AEC-4568-B9C2-8E9BC316AAAC', 'name': 'Horseback Riding'}]",[],true,"['Spring', 'Fall']",4-10 Hours
"['hiking', 'picnicking', 'wildflowers', 'lake', 'reflection', 'kid friendly', 'amphibians']",Tipsoo Lake,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,['Summer'],0-4 Hours
"['mount rainier', 'hiking', 'glacier', 'viewpoint', 'wildflowers', 'paradise']",Nisqually Vista Trail,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",45-60 Minutes
"['Hanford', 'Tour Behind the Fence']",Hanford Visitor Center,true,false,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],false,"['Spring', 'Summer', 'Fall']",4 Hours
"['mount rainier', 'Mount Rainier National Park', 'Bench Lake', 'snow lake', 'Bench and Snow Lake Trail', 'bench and snow lakes', 'bench and snow lake']",1.5 miles east of Reflection Lakes,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Summer', 'Fall']",2 Hours
"['ARHO', 'Metro Accessible', 'Robert E. Lee', 'Custis and Lee families']",Arlington House,false,false,"[{'id': 'A0631906-9672-4583-91DE-113B93DB6B6E', 'name': 'Self-Guided Tours - Walking'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",30-180 Minutes
"['Drive-in camping', 'Pictured Rocks National Lakeshore', 'Little Beaver Lake Campground', 'Twelvemile Beach Campground', 'Hurricane River Campground']",Twelvemile Beach Campground,true,true,"[{'id': '9159DF0F-951D-4AAE-9987-CEB3CE2A9ADA', 'name': 'Car or Front Country Camping'}]",[],true,"['Spring', 'Summer', 'Fall']",1-14 Days
"['backpacking', 'backcountry', 'backcountry camping', 'camping', 'wilderness']",Craters of the Moon Wilderness,false,false,"[{'id': '4A58AF13-E8FB-4530-B41A-97DF0B0C77B7', 'name': 'Backcountry Camping'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['craters of the moon', 'cinder cone', 'volcano', 'hiking', 'short hike']",,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",30-45 Minutes
"['Idaho', 'SOID', 'snake river plain', 'Great Rift', 'lava flow', 'hiking', 'tree molds', 'cinder cone', 'volcano', 'fossil', 'half day', 'self guided']",Tree Molds Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Spring', 'Summer', 'Fall']",60-90 Minutes
"['hiking', 'pet friendly', 'dog', 'organ pipe cactus', 'organ pipe cactus national monument']",Palo Verde Trailhead (from Visitor Center),false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],true,"['Winter', 'Spring', 'Summer', 'Fall']",90-120 Minutes
"['hiking', 'Scotts Bluff National Monument', 'trails']",,false,true,"[{'id': '45261C0A-00D8-4C27-A1F8-029F933A0D34', 'name': 'Front-Country Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['ranger walks', 'Fall programs', 'fall', 'walk']",,false,true,"[{'id': 'B33DC9B6-0B7D-4322-BAD7-A13A34C584A3', 'name': 'Guided Tours'}]",[],false,['Fall'],60-90 Minutes
"['Rock Creek Park', 'planetarium', 'night sky', 'Education']",Rock Creek Park Nature Center and Planetarium,false,false,"[{'id': 'C9F18B83-61AA-4877-A26F-C3F677AD8DF7', 'name': 'Planetarium'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",20-45 Minutes
"['hiking', 'hike', 'forest', 'poet', 'historic', 'Civil War Fort', 'Civil War fortifications', 'history', 'ford', 'indigenous people', 'Joaquin Miller', 'native american history']",Milkhouse Ford,false,true,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",
"['HAVO', 'Hawaii Volcanoes National Park']",,true,false,"[{'id': '4A58AF13-E8FB-4530-B41A-97DF0B0C77B7', 'name': 'Backcountry Camping'}]",[],true,[],
[],Ethnobotanical Garden Trailhead,false,false,"[{'id': 'BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA', 'name': 'Hiking'}]",[],false,"['Winter', 'Spring', 'Summer', 'Fall']",30-60 Minutes
