activity_id,activity_name,designation,fullName,name,parkCode,states,url
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Hot Springs National Park,Hot Springs,hosp,AR,https://www.nps.gov/hosp/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Isle Royale National Park,Isle Royale,isro,MI,https://www.nps.gov/isro/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Gateway Arch National Park,Gateway Arch,jeff,MO,https://www.nps.gov/jeff/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Joshua Tree National Park,Joshua Tree,jotr,CA,https://www.nps.gov/jotr/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Kobuk Valley National Park,Kobuk Valley,kova,AK,https://www.nps.gov/kova/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Mesa Verde National Park,Mesa Verde,meve,CO,https://www.nps.gov/meve/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Petrified Forest National Park,Petrified Forest,pefo,AZ,https://www.nps.gov/pefo/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Shenandoah National Park,Shenandoah,shen,VA,https://www.nps.gov/shen/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Theodore Roosevelt National Park,Theodore Roosevelt,thro,ND,https://www.nps.gov/thro/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Wind Cave National Park,Wind Cave,wica,SD,https://www.nps.gov/wica/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Zion National Park,Zion,zion,UT,https://www.nps.gov/zion/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Big Bend National Park,Big Bend,bibe,TX,https://www.nps.gov/bibe/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Biscayne National Park,Biscayne,bisc,FL,https://www.nps.gov/bisc/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Black Canyon Of The Gunnison National Park,Black Canyon Of The Gunnison,blca,CO,https://www.nps.gov/blca/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Canyonlands National Park,Canyonlands,cany,UT,https://www.nps.gov/cany/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Congaree National Park,Congaree,cong,SC,https://www.nps.gov/cong/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Dry Tortugas National Park,Dry Tortugas,drto,FL,https://www.nps.gov/drto/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Everglades National Park,Everglades,ever,FL,https://www.nps.gov/ever/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Isle Royale National Park,Isle Royale,isro,MI,https://www.nps.gov/isro/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Kobuk Valley National Park,Kobuk Valley,kova,AK,https://www.nps.gov/kova/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Mammoth Cave National Park,Mammoth Cave,maca,KY,https://www.nps.gov/maca/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,North Cascades National Park,North Cascades,noca,WA,https://www.nps.gov/noca/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Virgin Islands National Park,Virgin Islands,viis,VI,https://www.nps.gov/viis/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
4D224BCA-C127-408B-AC75-A51563C42411,Paddling,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Badlands National Park,Badlands,badl,SD,https://www.nps.gov/badl/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Big Bend National Park,Big Bend,bibe,TX,https://www.nps.gov/bibe/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Biscayne National Park,Biscayne,bisc,FL,https://www.nps.gov/bisc/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Bryce Canyon National Park,Bryce Canyon,brca,UT,https://www.nps.gov/brca/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Canyonlands National Park,Canyonlands,cany,UT,https://www.nps.gov/cany/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Carlsbad Caverns National Park,Carlsbad Caverns,cave,NM,https://www.nps.gov/cave/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Everglades National Park,Everglades,ever,FL,https://www.nps.gov/ever/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Great Smoky Mountains National Park,Great Smoky Mountains,grsm,"NC,TN",https://www.nps.gov/grsm/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Hawaiʻi Volcanoes National Park,Hawaiʻi Volcanoes,havo,HI,https://www.nps.gov/havo/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Hot Springs National Park,Hot Springs,hosp,AR,https://www.nps.gov/hosp/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Isle Royale National Park,Isle Royale,isro,MI,https://www.nps.gov/isro/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Gateway Arch National Park,Gateway Arch,jeff,MO,https://www.nps.gov/jeff/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Mammoth Cave National Park,Mammoth Cave,maca,KY,https://www.nps.gov/maca/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Mesa Verde National Park,Mesa Verde,meve,CO,https://www.nps.gov/meve/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Petrified Forest National Park,Petrified Forest,pefo,AZ,https://www.nps.gov/pefo/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Pinnacles National Park,Pinnacles,pinn,CA,https://www.nps.gov/pinn/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Saguaro National Park,Saguaro,sagu,AZ,https://www.nps.gov/sagu/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Theodore Roosevelt National Park,Theodore Roosevelt,thro,ND,https://www.nps.gov/thro/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Wind Cave National Park,Wind Cave,wica,SD,https://www.nps.gov/wica/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,National Park,Zion National Park,Zion,zion,UT,https://www.nps.gov/zion/index.htm
7779241F-A70B-49BC-86F0-829AE332C708,Playground,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
42CF4021-8524-428E-866A-D33097A4A764,SCUBA Diving,National Park,Biscayne National Park,Biscayne,bisc,FL,https://www.nps.gov/bisc/index.htm
42CF4021-8524-428E-866A-D33097A4A764,SCUBA Diving,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
42CF4021-8524-428E-866A-D33097A4A764,SCUBA Diving,National Park,Dry Tortugas National Park,Dry Tortugas,drto,FL,https://www.nps.gov/drto/index.htm
42CF4021-8524-428E-866A-D33097A4A764,SCUBA Diving,National Park,Isle Royale National Park,Isle Royale,isro,MI,https://www.nps.gov/isro/index.htm
42CF4021-8524-428E-866A-D33097A4A764,SCUBA Diving,National Park,Virgin Islands National Park,Virgin Islands,viis,VI,https://www.nps.gov/viis/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Arches National Park,Arches,arch,UT,https://www.nps.gov/arch/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Badlands National Park,Badlands,badl,SD,https://www.nps.gov/badl/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Big Bend National Park,Big Bend,bibe,TX,https://www.nps.gov/bibe/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Biscayne National Park,Biscayne,bisc,FL,https://www.nps.gov/bisc/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Bryce Canyon National Park,Bryce Canyon,brca,UT,https://www.nps.gov/brca/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Canyonlands National Park,Canyonlands,cany,UT,https://www.nps.gov/cany/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Carlsbad Caverns National Park,Carlsbad Caverns,cave,NM,https://www.nps.gov/cave/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Congaree National Park,Congaree,cong,SC,https://www.nps.gov/cong/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Dry Tortugas National Park,Dry Tortugas,drto,FL,https://www.nps.gov/drto/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Everglades National Park,Everglades,ever,FL,https://www.nps.gov/ever/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Great Smoky Mountains National Park,Great Smoky Mountains,grsm,"NC,TN",https://www.nps.gov/grsm/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Haleakalā National Park,Haleakalā,hale,HI,https://www.nps.gov/hale/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Hawaiʻi Volcanoes National Park,Hawaiʻi Volcanoes,havo,HI,https://www.nps.gov/havo/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Hot Springs National Park,Hot Springs,hosp,AR,https://www.nps.gov/hosp/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Isle Royale National Park,Isle Royale,isro,MI,https://www.nps.gov/isro/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Gateway Arch National Park,Gateway Arch,jeff,MO,https://www.nps.gov/jeff/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Joshua Tree National Park,Joshua Tree,jotr,CA,https://www.nps.gov/jotr/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Kobuk Valley National Park,Kobuk Valley,kova,AK,https://www.nps.gov/kova/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Mammoth Cave National Park,Mammoth Cave,maca,KY,https://www.nps.gov/maca/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Mesa Verde National Park,Mesa Verde,meve,CO,https://www.nps.gov/meve/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,North Cascades National Park,North Cascades,noca,WA,https://www.nps.gov/noca/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Petrified Forest National Park,Petrified Forest,pefo,AZ,https://www.nps.gov/pefo/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Pinnacles National Park,Pinnacles,pinn,CA,https://www.nps.gov/pinn/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Rocky Mountain National Park,Rocky Mountain,romo,CO,https://www.nps.gov/romo/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Shenandoah National Park,Shenandoah,shen,VA,https://www.nps.gov/shen/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Theodore Roosevelt National Park,Theodore Roosevelt,thro,ND,https://www.nps.gov/thro/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Virgin Islands National Park,Virgin Islands,viis,VI,https://www.nps.gov/viis/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Wind Cave National Park,Wind Cave,wica,SD,https://www.nps.gov/wica/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,National Park,Zion National Park,Zion,zion,UT,https://www.nps.gov/zion/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Black Canyon Of The Gunnison National Park,Black Canyon Of The Gunnison,blca,CO,https://www.nps.gov/blca/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Bryce Canyon National Park,Bryce Canyon,brca,UT,https://www.nps.gov/brca/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Mesa Verde National Park,Mesa Verde,meve,CO,https://www.nps.gov/meve/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Rocky Mountain National Park,Rocky Mountain,romo,CO,https://www.nps.gov/romo/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
3EBF7EAC-68FC-4754-B6A4-0C38A1583D45,Snorkeling,National Park,Biscayne National Park,Biscayne,bisc,FL,https://www.nps.gov/bisc/index.htm
3EBF7EAC-68FC-4754-B6A4-0C38A1583D45,Snorkeling,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
3EBF7EAC-68FC-4754-B6A4-0C38A1583D45,Snorkeling,National Park,Dry Tortugas National Park,Dry Tortugas,drto,FL,https://www.nps.gov/drto/index.htm
3EBF7EAC-68FC-4754-B6A4-0C38A1583D45,Snorkeling,National Park,Virgin Islands National Park,Virgin Islands,viis,VI,https://www.nps.gov/viis/index.htm
C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,National Park,Rocky Mountain National Park,Rocky Mountain,romo,CO,https://www.nps.gov/romo/index.htm
C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
7C912B83-1B1B-4807-9B66-97C12211E48E,Snowmobiling,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
7C912B83-1B1B-4807-9B66-97C12211E48E,Snowmobiling,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
7C912B83-1B1B-4807-9B66-97C12211E48E,Snowmobiling,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
7C912B83-1B1B-4807-9B66-97C12211E48E,Snowmobiling,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
7C912B83-1B1B-4807-9B66-97C12211E48E,Snowmobiling,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
7C912B83-1B1B-4807-9B66-97C12211E48E,Snowmobiling,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
7C912B83-1B1B-4807-9B66-97C12211E48E,Snowmobiling,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
